Best,Mean,Worst,Diversity
325242.22306572215,325352.79915903404,325611.96562276373,88061.95367845689
325239.84780018934,325295.2569697648,325388.4266712153,47779.89400866063
325239.6480634252,325270.2186298676,325385.61110185634,32032.18212729838
325239.6480634252,325250.9487250078,325384.7472399256,13794.163386551081
325239.6480634252,325242.75558991235,325261.6882461447,3484.6481951180613
325239.6480634252,325240.75058308395,325246.10508208117,1259.2871972679277
325239.6480634252,325281.1056303175,325384.7472399256,8530.874007848906
325239.6480634252,325265.6154033205,325356.2867687189,5048.452116397151
325239.6480634252,325259.8819239163,325343.40862852,3388.9227924100705
325239.6480634252,325245.23959813616,325261.6882461447,1468.2377803988638
325239.6480634252,325241.54389388964,325253.793181985,569.9673388803494
325239.6480634252,325320.4257442901,325570.8373176935,5158.659647903754
325239.6480634252,325258.9473033572,325347.2656240494,1245.72547696752
325239.6480634252,325254.1701080258,325347.2656240494,1183.52892794722
325239.6480634252,325241.85431710933,325253.793181985,166.3593124790932
325239.6480634252,325240.25855172967,325244.3721265129,48.18757220997941
