||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||           iris |    ml_0_cl_100 |         84.951 |            2.0 |           40.0 |          288.4 |          2.147 |          100.0 ||
||           iris |     ml_0_cl_50 |         83.999 |          102.8 |         2056.0 |         4470.8 |         31.223 |           60.0 ||
||           iris |    ml_100_cl_0 |         86.688 |           51.4 |         1028.0 |         2240.4 |         13.881 |           80.0 ||
||           iris |    ml_25_cl_25 |          82.36 |            2.2 |           44.0 |          303.8 |          1.862 |          100.0 ||
||           iris |     ml_50_cl_0 |         84.964 |            8.2 |          164.0 |          552.8 |          3.239 |          100.0 ||
||           iris |    ml_50_cl_50 |         85.577 |            0.8 |           16.0 |          189.8 |            1.3 |          100.0 ||
||           wine |    ml_0_cl_100 |    3109961.404 |           50.8 |         1016.0 |         2282.0 |         20.881 |           80.0 ||
||           wine |     ml_0_cl_50 |    2761939.542 |            0.4 |            8.0 |          207.4 |          1.357 |          100.0 ||
||           wine |    ml_100_cl_0 |    4201469.548 |          102.8 |         2056.0 |         5202.6 |         36.342 |           60.0 ||
||           wine |    ml_25_cl_25 |    3148745.281 |            2.0 |           40.0 |          368.4 |          2.492 |          100.0 ||
||           wine |     ml_50_cl_0 |    3485077.386 |           58.2 |         1164.0 |         3141.4 |          21.23 |           80.0 ||
||           wine |    ml_50_cl_50 |    3823771.429 |            3.0 |           60.0 |          336.6 |          2.637 |          100.0 ||
||  connectionist |    ml_0_cl_100 |         327.37 |          102.2 |         2044.0 |         4576.8 |         26.801 |           60.0 ||
||  connectionist |     ml_0_cl_50 |        302.615 |          101.6 |         2032.0 |         4704.2 |         24.856 |           60.0 ||
||  connectionist |    ml_100_cl_0 |        327.779 |          153.2 |         3064.0 |         7191.4 |         38.827 |           40.0 ||
||  connectionist |    ml_25_cl_25 |        302.198 |          178.2 |         3564.0 |         7976.4 |         41.101 |           40.0 ||
||  connectionist |     ml_50_cl_0 |        301.432 |          152.8 |         3056.0 |         7102.2 |         35.551 |           40.0 ||
||  connectionist |    ml_50_cl_50 |        327.247 |           16.0 |          320.0 |         1148.8 |          6.046 |          100.0 ||
||          seeds |    ml_0_cl_100 |        628.161 |           33.2 |          664.0 |         1568.8 |         15.365 |          100.0 ||
||          seeds |     ml_0_cl_50 |        608.447 |            3.2 |           64.0 |          444.0 |          3.549 |          100.0 ||
||          seeds |    ml_100_cl_0 |        643.788 |            2.8 |           56.0 |          386.2 |          2.951 |          100.0 ||
||          seeds |    ml_25_cl_25 |         607.86 |            3.2 |           64.0 |          438.6 |          3.442 |          100.0 ||
||          seeds |     ml_50_cl_0 |        619.504 |          101.0 |         2020.0 |         4493.8 |         36.668 |           60.0 ||
||          seeds |    ml_50_cl_50 |        637.782 |           44.6 |          892.0 |         2018.2 |         19.075 |          100.0 ||
||      vertebral |    ml_0_cl_100 |     537228.397 |            1.0 |           20.0 |          196.4 |          1.259 |          100.0 ||
||      vertebral |    ml_0_cl_150 |     565726.405 |            0.0 |            0.0 |          127.2 |          0.856 |          100.0 ||
||      vertebral |    ml_100_cl_0 |     548801.198 |          102.0 |         2040.0 |         4626.6 |         33.697 |           60.0 ||
||      vertebral |    ml_150_cl_0 |     588742.883 |           51.6 |         1032.0 |         2646.8 |         19.977 |           80.0 ||
||      vertebral |    ml_50_cl_50 |     535161.339 |            1.0 |           20.0 |          216.4 |          1.398 |          100.0 ||
||      vertebral |    ml_75_cl_75 |     581543.538 |            1.8 |           36.0 |          247.8 |          1.845 |          100.0 ||
||      computers |    ml_0_cl_150 |     317640.705 |          106.2 |         2124.0 |         5196.6 |         73.931 |           60.0 ||
||      computers |    ml_0_cl_250 |     324718.764 |          119.4 |         2388.0 |         5680.2 |         88.443 |           60.0 ||
||      computers |  ml_125_cl_125 |     324411.328 |          188.6 |         3772.0 |         8686.0 |        128.763 |           40.0 ||
||      computers |    ml_150_cl_0 |     317175.717 |          202.4 |         4048.0 |         9868.2 |        135.205 |           20.0 ||
||      computers |    ml_250_cl_0 |     323038.188 |          204.8 |         4096.0 |         9869.0 |        139.186 |           20.0 ||
||      computers |    ml_75_cl_75 |     317314.214 |          201.8 |         4036.0 |         9334.4 |        129.799 |           20.0 ||
||movement-libras |    ml_0_cl_100 |        310.776 |          261.6 |         5232.0 |        13605.4 |        759.943 |            0.0 ||
||        dataset |  restricciones |          score |         n_iter |           n_ls |      n_iter_ls |        time(s) |% pop collapsed ||
||           iris |    ml_0_cl_100 |         84.951 |            2.0 |           40.0 |          288.4 |          2.148 |          100.0 ||
||           iris |     ml_0_cl_50 |         83.999 |            3.6 |           72.0 |          387.0 |          2.447 |           40.0 ||
||           iris |    ml_100_cl_0 |         86.688 |            2.6 |           52.0 |          268.6 |          1.622 |           80.0 ||
||           iris |    ml_25_cl_25 |          82.36 |            2.2 |           44.0 |          303.8 |          1.873 |          100.0 ||
||           iris |     ml_50_cl_0 |         84.964 |            2.4 |           48.0 |          304.8 |          1.706 |           80.0 ||
||           iris |    ml_50_cl_50 |         85.577 |            0.8 |           16.0 |          189.8 |          1.314 |          100.0 ||
||           wine |    ml_0_cl_100 |    3109961.404 |            2.0 |           40.0 |          280.2 |          2.305 |           80.0 ||
||           wine |     ml_0_cl_50 |    2761939.542 |            0.4 |            8.0 |          207.4 |          1.367 |          100.0 ||
||           wine |    ml_100_cl_0 |    4201469.548 |            5.0 |          100.0 |          470.2 |          3.266 |           60.0 ||
||           wine |    ml_25_cl_25 |    3148745.281 |            2.0 |           40.0 |          368.4 |          2.486 |          100.0 ||
||           wine |     ml_50_cl_0 |    3485077.386 |            5.4 |          108.0 |          591.6 |          3.839 |           40.0 ||
||           wine |    ml_50_cl_50 |    3823771.429 |            2.0 |           40.0 |          288.6 |          2.238 |           80.0 ||
||  connectionist |    ml_0_cl_100 |         327.37 |            4.4 |           88.0 |          538.2 |          2.791 |           40.0 ||
||  connectionist |     ml_0_cl_50 |        302.615 |            4.0 |           80.0 |          598.4 |           2.64 |           60.0 ||
||  connectionist |    ml_100_cl_0 |        327.779 |            5.8 |          116.0 |          749.6 |          3.637 |           20.0 ||
