Best,Mean,Worst,Diversity
37372.500617680496,38274.20543142692,40756.33014594366,175735.5780315146
37372.500617680496,38127.379615297636,40421.91539175974,153659.91007849015
37372.500617680496,37998.47671216041,39897.83774794017,136645.01413274847
37371.94957196492,37874.691722419404,39897.83774794017,120316.20091536062
37370.96990230463,37791.34656948899,39897.83774794017,108868.91362237721
37370.96990230463,37539.59208157636,37903.5039587154,38141.65526875821
37365.621634155206,37497.77498604601,37903.5039587154,32672.747806298634
37365.621634155206,37404.86044895278,37581.01981721807,9381.555030012212
37365.621634155206,37387.35729274383,37459.19578089253,4747.339855467835
37365.59906287028,37379.68890044444,37410.281952323814,2729.928758988819
37365.59906287028,37375.31349510413,37395.782106058745,1964.4111815358847
37365.407277338294,37372.14309431011,37395.782106058745,1570.1013547648545
37365.407277338294,37369.778686711834,37382.862167403044,1019.5410942159797
37364.220091524265,37368.603643147035,37382.862167403044,914.8914068048762
37364.220091524265,37366.141095900224,37370.9174952955,326.1599896343396
37363.42811918477,37365.32490105961,37370.145333798544,231.58841942159052
37363.42811918477,37364.81209054952,37365.77685884759,129.80307581674424
37363.42811918477,37364.653225505135,37365.77685884759,132.0016914509397
37363.42811918477,37364.460437122834,37365.44504689966,117.45474477914831
37363.42811918477,37364.09983386997,37364.97480893494,104.98350299450976
37363.42811918477,37363.90665318908,37364.680022676606,82.86207733196352
37363.42811918477,37363.75703446266,37364.64432495191,72.51317061870941
37363.42811918477,37363.55005529251,37364.19493088948,33.02454734849016
37363.42811918477,37363.45966511953,37363.64907946295,10.13940453541727
37363.42811918477,37363.436922429886,37363.501932216735,3.038477529058582
37363.42811918477,37363.43067548154,37363.47924511982,0.9713927660122863
37363.42811918477,37363.428119184784,37363.42811918477,0.0
